dueDateTime,orderId,customer_id,orderPlacementDate,status,assignee,quantity,item_name,unit_price,days_until_due
19-06-2023,A86060343-2876d968-98e4-4e20-92a9-4f9d45c3f7d4,A55065458,2023-06-27T13:37:13.304Z,assigned,Latoya Gulgowski,40,A4 Paper,20,18
18-06-2023,A84723300-15357af5-0273-465c-81d2-65777835407e,A55065458,2023-05-31T08:04:54.407Z,assigned,Gail Weber,39,Multifunction Printer,110,17
09-07-2023,A84723300-c206b101-f8b3-4bbe-a1f4-c674dc3124c8,A55065458,2023-05-31T08:04:54.407Z,assigned,Gail Weber,26,Paper Clips,30,38
14-06-2023,A84723300-e8b47bbe-990b-48a6-a7c6-d15732f85e06,A55065458,2023-05-31T08:04:54.407Z,assigned,Gail Weber,12,Printer,80,13
10-07-2023,A84723300-2876d968-98e4-4e20-92a9-4f9d45c3f7d4,A55065458,2023-05-31T08:04:54.407Z,assigned,Gail Weber,33,A4 Paper,20,39
22-06-2023,A84723300-fc220883-6a6e-4eec-b8a9-d5ea58d43c53,A55065458,2023-05-31T08:04:54.407Z,assigned,Gail Weber,57,Stapler,60,21
26-07-2023,A50286304-fc220883-6a6e-4eec-b8a9-d5ea58d43c53,A55065458,2023-05-19T02:06:03.983Z,assigned,Gail Weber,57,Stapler,60,55
05-06-2023,A50286304-15357af5-0273-465c-81d2-65777835407e,A55065458,2023-05-19T02:06:03.983Z,assigned,Gail Weber,9,Multifunction Printer,110,4
24-06-2023,A53316246-e8b47bbe-990b-48a6-a7c6-d15732f85e06,A55065458,2023-05-14T17:00:20.959Z,closed,Kristen Mohr,43,Printer,80,23
06-07-2023,A53316246-fc220883-6a6e-4eec-b8a9-d5ea58d43c53,A55065458,2023-05-14T17:00:20.959Z,closed,Kristen Mohr,60,Stapler,60,35
22-07-2023,A53316246-c206b101-f8b3-4bbe-a1f4-c674dc3124c8,A55065458,2023-05-14T17:00:20.959Z,closed,Kristen Mohr,16,Paper Clips,30,51
28-07-2023,A53316246-15357af5-0273-465c-81d2-65777835407e,A55065458,2023-05-14T17:00:20.959Z,closed,Kristen Mohr,40,Multifunction Printer,110,57
15-07-2023,A53316246-42d95fcf-a611-4f97-ba88-20e651645b96,A55065458,2023-05-14T17:00:20.959Z,closed,Kristen Mohr,49,Office Chair,50,44
13-07-2023,A53316246-bb6408d1-d9c3-43b7-b5c4-986239d8c426,A55065458,2023-05-14T17:00:20.959Z,closed,Kristen Mohr,45,Office Desk,40,42
17-06-2023,A94686124-6d3cbc43-887b-4d37-86a7-cc4246dcbdbe,A55065458,2023-06-13T10:50:27.556Z,assigned,Lorraine Bahringer,25,File Folders,70,16
02-07-2023,A94686124-e8b47bbe-990b-48a6-a7c6-d15732f85e06,A55065458,2023-06-13T10:50:27.556Z,assigned,Lorraine Bahringer,40,Printer,80,31
11-07-2023,A94686124-fd748d48-699d-4032-848a-e5a710e638df,A55065458,2023-06-13T10:50:27.556Z,assigned,Lorraine Bahringer,60,Paper Shredder,100,40
24-07-2023,A94686124-c206b101-f8b3-4bbe-a1f4-c674dc3124c8,A55065458,2023-06-13T10:50:27.556Z,assigned,Lorraine Bahringer,16,Paper Clips,30,53
29-06-2023,A94686124-fc220883-6a6e-4eec-b8a9-d5ea58d43c53,A55065458,2023-06-13T10:50:27.556Z,assigned,Lorraine Bahringer,8,Stapler,60,28
03-06-2023,A33952957-c206b101-f8b3-4bbe-a1f4-c674dc3124c8,A55065458,2023-07-02T20:41:11.618Z,assigned,Gail Weber,44,Paper Clips,30,2
22-06-2023,A33952957-fd748d48-699d-4032-848a-e5a710e638df,A55065458,2023-07-02T20:41:11.618Z,assigned,Gail Weber,56,Paper Shredder,100,21
28-06-2023,A33952957-6d3cbc43-887b-4d37-86a7-cc4246dcbdbe,A55065458,2023-07-02T20:41:11.618Z,assigned,Gail Weber,53,File Folders,70,27
29-07-2023,A33952957-e8b47bbe-990b-48a6-a7c6-d15732f85e06,A55065458,2023-07-02T20:41:11.618Z,assigned,Gail Weber,12,Printer,80,58
13-07-2023,A33952957-fc220883-6a6e-4eec-b8a9-d5ea58d43c53,A55065458,2023-07-02T20:41:11.618Z,assigned,Gail Weber,43,Stapler,60,42
13-06-2023,A33952957-fb778d8b-9a3b-4cf2-8e6b-0b33746886f7,A55065458,2023-07-02T20:41:11.618Z,assigned,Gail Weber,33,"30"" Monitor",90,12
24-06-2023,A33952957-bb6408d1-d9c3-43b7-b5c4-986239d8c426,A55065458,2023-07-02T20:41:11.618Z,assigned,Gail Weber,8,Office Desk,40,23
26-06-2023,A40358551-6d3cbc43-887b-4d37-86a7-cc4246dcbdbe,A55065458,2023-06-19T21:39:01.805Z,closed,Lorraine Bahringer,21,File Folders,70,25
14-07-2023,A40358551-fb778d8b-9a3b-4cf2-8e6b-0b33746886f7,A55065458,2023-06-19T21:39:01.805Z,closed,Lorraine Bahringer,57,"30"" Monitor",90,43
11-07-2023,A40358551-bb6408d1-d9c3-43b7-b5c4-986239d8c426,A55065458,2023-06-19T21:39:01.805Z,closed,Lorraine Bahringer,17,Office Desk,40,40
03-06-2023,A40358551-15357af5-0273-465c-81d2-65777835407e,A55065458,2023-06-19T21:39:01.805Z,closed,Lorraine Bahringer,51,Multifunction Printer,110,2
26-06-2023,A40358551-fc220883-6a6e-4eec-b8a9-d5ea58d43c53,A55065458,2023-06-19T21:39:01.805Z,closed,Lorraine Bahringer,26,Stapler,60,25
21-06-2023,A40358551-fd748d48-699d-4032-848a-e5a710e638df,A55065458,2023-06-19T21:39:01.805Z,closed,Lorraine Bahringer,14,Paper Shredder,100,20
07-06-2023,A8484417-fc220883-6a6e-4eec-b8a9-d5ea58d43c53,A55065458,2023-05-28T03:35:21.771Z,open,,34,Stapler,60,6
12-06-2023,A8484417-c206b101-f8b3-4bbe-a1f4-c674dc3124c8,A55065458,2023-05-28T03:35:21.771Z,open,,46,Paper Clips,30,11
23-07-2023,A8484417-6d3cbc43-887b-4d37-86a7-cc4246dcbdbe,A55065458,2023-05-28T03:35:21.771Z,open,,19,File Folders,70,52
13-07-2023,A85054839-fd748d48-699d-4032-848a-e5a710e638df,A71550467,2023-05-25T14:09:16.248Z,assigned,Alfredo Bins,45,Paper Shredder,100,42
15-07-2023,A85054839-6d3cbc43-887b-4d37-86a7-cc4246dcbdbe,A71550467,2023-05-25T14:09:16.248Z,assigned,Alfredo Bins,16,File Folders,70,44
24-07-2023,A85054839-fb778d8b-9a3b-4cf2-8e6b-0b33746886f7,A71550467,2023-05-25T14:09:16.248Z,assigned,Alfredo Bins,60,"30"" Monitor",90,53
02-07-2023,A85054839-2876d968-98e4-4e20-92a9-4f9d45c3f7d4,A71550467,2023-05-25T14:09:16.248Z,assigned,Alfredo Bins,28,A4 Paper,20,31
15-06-2023,A85054839-15357af5-0273-465c-81d2-65777835407e,A71550467,2023-05-25T14:09:16.248Z,assigned,Alfredo Bins,56,Multifunction Printer,110,14
30-06-2023,A70893159-bb6408d1-d9c3-43b7-b5c4-986239d8c426,A71550467,2023-06-11T06:05:42.058Z,assigned,John Dooley,29,Office Desk,40,29
05-06-2023,A70893159-e8b47bbe-990b-48a6-a7c6-d15732f85e06,A71550467,2023-06-11T06:05:42.058Z,assigned,John Dooley,39,Printer,80,4
05-06-2023,A70893159-fc220883-6a6e-4eec-b8a9-d5ea58d43c53,A71550467,2023-06-11T06:05:42.058Z,assigned,John Dooley,55,Stapler,60,4
29-07-2023,A70893159-2876d968-98e4-4e20-92a9-4f9d45c3f7d4,A71550467,2023-06-11T06:05:42.058Z,assigned,John Dooley,17,A4 Paper,20,58
04-07-2023,A15744126-e8b47bbe-990b-48a6-a7c6-d15732f85e06,A18788900,2023-04-26T05:25:25.239Z,assigned,Erick Quigley,27,Printer,80,33
02-06-2023,A15744126-fb778d8b-9a3b-4cf2-8e6b-0b33746886f7,A18788900,2023-04-26T05:25:25.239Z,assigned,Erick Quigley,41,"30"" Monitor",90,1
06-06-2023,A15744126-bb6408d1-d9c3-43b7-b5c4-986239d8c426,A18788900,2023-04-26T05:25:25.239Z,assigned,Erick Quigley,55,Office Desk,40,5
24-07-2023,A15744126-fd748d48-699d-4032-848a-e5a710e638df,A18788900,2023-04-26T05:25:25.239Z,assigned,Erick Quigley,54,Paper Shredder,100,53
26-06-2023,A15744126-42d95fcf-a611-4f97-ba88-20e651645b96,A18788900,2023-04-26T05:25:25.239Z,assigned,Erick Quigley,41,Office Chair,50,25
06-06-2023,A22349653-6d3cbc43-887b-4d37-86a7-cc4246dcbdbe,A18788900,2023-05-21T17:42:01.220Z,assigned,John Dooley,57,File Folders,70,5
14-06-2023,A22349653-2876d968-98e4-4e20-92a9-4f9d45c3f7d4,A18788900,2023-05-21T17:42:01.220Z,assigned,John Dooley,60,A4 Paper,20,13
20-07-2023,A22349653-42d95fcf-a611-4f97-ba88-20e651645b96,A18788900,2023-05-21T17:42:01.220Z,assigned,John Dooley,14,Office Chair,50,49
13-06-2023,A44739970-fc220883-6a6e-4eec-b8a9-d5ea58d43c53,A30986622,2023-06-28T02:58:28.951Z,closed,Latoya Gulgowski,28,Stapler,60,12
09-06-2023,A44739970-bb6408d1-d9c3-43b7-b5c4-986239d8c426,A30986622,2023-06-28T02:58:28.951Z,closed,Latoya Gulgowski,11,Office Desk,40,8
16-07-2023,A44739970-15357af5-0273-465c-81d2-65777835407e,A30986622,2023-06-28T02:58:28.951Z,closed,Latoya Gulgowski,43,Multifunction Printer,110,45
28-06-2023,A44739970-c206b101-f8b3-4bbe-a1f4-c674dc3124c8,A30986622,2023-06-28T02:58:28.951Z,closed,Latoya Gulgowski,14,Paper Clips,30,27
29-07-2023,A44739970-6d3cbc43-887b-4d37-86a7-cc4246dcbdbe,A30986622,2023-06-28T02:58:28.951Z,closed,Latoya Gulgowski,50,File Folders,70,58
13-07-2023,A44739970-e8b47bbe-990b-48a6-a7c6-d15732f85e06,A30986622,2023-06-28T02:58:28.951Z,closed,Latoya Gulgowski,12,Printer,80,42
19-07-2023,A1480330-bb6408d1-d9c3-43b7-b5c4-986239d8c426,A30986622,2023-04-30T18:27:02.246Z,assigned,Gail Weber,35,Office Desk,40,48
08-06-2023,A1480330-fb778d8b-9a3b-4cf2-8e6b-0b33746886f7,A30986622,2023-04-30T18:27:02.246Z,assigned,Gail Weber,40,"30"" Monitor",90,7
03-06-2023,A1480330-fd748d48-699d-4032-848a-e5a710e638df,A30986622,2023-04-30T18:27:02.246Z,assigned,Gail Weber,52,Paper Shredder,100,2
04-06-2023,A1480330-42d95fcf-a611-4f97-ba88-20e651645b96,A30986622,2023-04-30T18:27:02.246Z,assigned,Gail Weber,58,Office Chair,50,3
05-07-2023,A1480330-fc220883-6a6e-4eec-b8a9-d5ea58d43c53,A30986622,2023-04-30T18:27:02.246Z,assigned,Gail Weber,23,Stapler,60,34
10-07-2023,A90148758-fd748d48-699d-4032-848a-e5a710e638df,A30986622,2023-05-18T04:45:02.824Z,assigned,Gail Weber,33,Paper Shredder,100,39
10-06-2023,A90148758-c206b101-f8b3-4bbe-a1f4-c674dc3124c8,A30986622,2023-05-18T04:45:02.824Z,assigned,Gail Weber,26,Paper Clips,30,9
13-07-2023,A90148758-bb6408d1-d9c3-43b7-b5c4-986239d8c426,A30986622,2023-05-18T04:45:02.824Z,assigned,Gail Weber,18,Office Desk,40,42
30-06-2023,A49331548-6d3cbc43-887b-4d37-86a7-cc4246dcbdbe,A30986622,2023-05-07T21:18:12.220Z,assigned,Laverne Koss,7,File Folders,70,29
26-06-2023,A49331548-fb778d8b-9a3b-4cf2-8e6b-0b33746886f7,A30986622,2023-05-07T21:18:12.220Z,assigned,Laverne Koss,5,"30"" Monitor",90,25
24-07-2023,A49331548-e8b47bbe-990b-48a6-a7c6-d15732f85e06,A30986622,2023-05-07T21:18:12.220Z,assigned,Laverne Koss,14,Printer,80,53
29-07-2023,A91407463-fb778d8b-9a3b-4cf2-8e6b-0b33746886f7,A30986622,2023-05-19T22:06:55.240Z,assigned,Erick Quigley,8,"30"" Monitor",90,58
09-07-2023,A91407463-42d95fcf-a611-4f97-ba88-20e651645b96,A30986622,2023-05-19T22:06:55.240Z,assigned,Erick Quigley,9,Office Chair,50,38
18-07-2023,A91407463-e8b47bbe-990b-48a6-a7c6-d15732f85e06,A30986622,2023-05-19T22:06:55.240Z,assigned,Erick Quigley,9,Printer,80,47
09-07-2023,A91407463-bb6408d1-d9c3-43b7-b5c4-986239d8c426,A30986622,2023-05-19T22:06:55.240Z,assigned,Erick Quigley,49,Office Desk,40,38
07-07-2023,A91407463-2876d968-98e4-4e20-92a9-4f9d45c3f7d4,A30986622,2023-05-19T22:06:55.240Z,assigned,Erick Quigley,27,A4 Paper,20,36
25-06-2023,A91407463-c206b101-f8b3-4bbe-a1f4-c674dc3124c8,A30986622,2023-05-19T22:06:55.240Z,assigned,Erick Quigley,29,Paper Clips,30,24
06-06-2023,A91407463-fc220883-6a6e-4eec-b8a9-d5ea58d43c53,A30986622,2023-05-19T22:06:55.240Z,assigned,Erick Quigley,7,Stapler,60,5
07-07-2023,A13182296-fc220883-6a6e-4eec-b8a9-d5ea58d43c53,A30986622,2023-06-10T10:07:05.773Z,closed,John Dooley,13,Stapler,60,36
20-07-2023,A13182296-2876d968-98e4-4e20-92a9-4f9d45c3f7d4,A30986622,2023-06-10T10:07:05.773Z,closed,John Dooley,18,A4 Paper,20,49
01-06-2023,A13182296-e8b47bbe-990b-48a6-a7c6-d15732f85e06,A30986622,2023-06-10T10:07:05.773Z,closed,John Dooley,47,Printer,80,0
04-06-2023,A9167902-6d3cbc43-887b-4d37-86a7-cc4246dcbdbe,A30986622,2023-06-02T03:20:54.096Z,open,,51,File Folders,70,3
15-07-2023,A9167902-bb6408d1-d9c3-43b7-b5c4-986239d8c426,A30986622,2023-06-02T03:20:54.096Z,open,,27,Office Desk,40,44
06-06-2023,A9167902-fb778d8b-9a3b-4cf2-8e6b-0b33746886f7,A30986622,2023-06-02T03:20:54.096Z,open,,43,"30"" Monitor",90,5
15-07-2023,A9167902-e8b47bbe-990b-48a6-a7c6-d15732f85e06,A30986622,2023-06-02T03:20:54.096Z,open,,38,Printer,80,44
24-06-2023,A9167902-c206b101-f8b3-4bbe-a1f4-c674dc3124c8,A30986622,2023-06-02T03:20:54.096Z,open,,34,Paper Clips,30,23
10-07-2023,A7906099-6d3cbc43-887b-4d37-86a7-cc4246dcbdbe,A30986622,2023-05-26T11:42:56.117Z,closed,Lela Kemmer,38,File Folders,70,39
18-06-2023,A7906099-fc220883-6a6e-4eec-b8a9-d5ea58d43c53,A30986622,2023-05-26T11:42:56.117Z,closed,Lela Kemmer,56,Stapler,60,17
13-06-2023,A7906099-fb778d8b-9a3b-4cf2-8e6b-0b33746886f7,A30986622,2023-05-26T11:42:56.117Z,closed,Lela Kemmer,14,"30"" Monitor",90,12
01-07-2023,A7906099-c206b101-f8b3-4bbe-a1f4-c674dc3124c8,A30986622,2023-05-26T11:42:56.117Z,closed,Lela Kemmer,55,Paper Clips,30,30
14-06-2023,A7906099-15357af5-0273-465c-81d2-65777835407e,A30986622,2023-05-26T11:42:56.117Z,closed,Lela Kemmer,14,Multifunction Printer,110,13
28-06-2023,A7906099-2876d968-98e4-4e20-92a9-4f9d45c3f7d4,A30986622,2023-05-26T11:42:56.117Z,closed,Lela Kemmer,31,A4 Paper,20,27
02-07-2023,A6109637-bb6408d1-d9c3-43b7-b5c4-986239d8c426,A7703011,2023-05-28T11:29:02.637Z,closed,Erick Quigley,20,Office Desk,40,31
28-06-2023,A6109637-15357af5-0273-465c-81d2-65777835407e,A7703011,2023-05-28T11:29:02.637Z,closed,Erick Quigley,10,Multifunction Printer,110,27
23-06-2023,A6109637-6d3cbc43-887b-4d37-86a7-cc4246dcbdbe,A7703011,2023-05-28T11:29:02.637Z,closed,Erick Quigley,9,File Folders,70,22
03-07-2023,A6109637-fb778d8b-9a3b-4cf2-8e6b-0b33746886f7,A7703011,2023-05-28T11:29:02.637Z,closed,Erick Quigley,59,"30"" Monitor",90,32
29-07-2023,A6109637-2876d968-98e4-4e20-92a9-4f9d45c3f7d4,A7703011,2023-05-28T11:29:02.637Z,closed,Erick Quigley,8,A4 Paper,20,58
30-07-2023,A6109637-fd748d48-699d-4032-848a-e5a710e638df,A7703011,2023-05-28T11:29:02.637Z,closed,Erick Quigley,35,Paper Shredder,100,59
16-06-2023,A6109637-e8b47bbe-990b-48a6-a7c6-d15732f85e06,A7703011,2023-05-28T11:29:02.637Z,closed,Erick Quigley,16,Printer,80,15
23-07-2023,A13904718-fb778d8b-9a3b-4cf2-8e6b-0b33746886f7,A7703011,2023-06-08T05:03:51.288Z,open,,39,"30"" Monitor",90,52
11-06-2023,A13904718-bb6408d1-d9c3-43b7-b5c4-986239d8c426,A7703011,2023-06-08T05:03:51.288Z,open,,40,Office Desk,40,10
14-07-2023,A13904718-e8b47bbe-990b-48a6-a7c6-d15732f85e06,A7703011,2023-06-08T05:03:51.288Z,open,,16,Printer,80,43
09-07-2023,A13904718-6d3cbc43-887b-4d37-86a7-cc4246dcbdbe,A7703011,2023-06-08T05:03:51.288Z,open,,18,File Folders,70,38
14-06-2023,A13904718-42d95fcf-a611-4f97-ba88-20e651645b96,A7703011,2023-06-08T05:03:51.288Z,open,,15,Office Chair,50,13
02-06-2023,A19121511-e8b47bbe-990b-48a6-a7c6-d15732f85e06,A7703011,2023-06-19T10:48:55.861Z,assigned,Gail Weber,13,Printer,80,1
10-06-2023,A19121511-fd748d48-699d-4032-848a-e5a710e638df,A7703011,2023-06-19T10:48:55.861Z,assigned,Gail Weber,44,Paper Shredder,100,9
22-06-2023,A19121511-fc220883-6a6e-4eec-b8a9-d5ea58d43c53,A7703011,2023-06-19T10:48:55.861Z,assigned,Gail Weber,9,Stapler,60,21
03-06-2023,A5136010-2876d968-98e4-4e20-92a9-4f9d45c3f7d4,A7703011,2023-05-27T00:59:41.330Z,assigned,Laverne Koss,16,A4 Paper,20,2
27-07-2023,A5136010-bb6408d1-d9c3-43b7-b5c4-986239d8c426,A7703011,2023-05-27T00:59:41.330Z,assigned,Laverne Koss,43,Office Desk,40,56
07-06-2023,A58348240-fb778d8b-9a3b-4cf2-8e6b-0b33746886f7,A7703011,2023-06-11T06:25:17.068Z,assigned,Taylor Hilll,33,"30"" Monitor",90,6
29-06-2023,A58348240-fd748d48-699d-4032-848a-e5a710e638df,A7703011,2023-06-11T06:25:17.068Z,assigned,Taylor Hilll,34,Paper Shredder,100,28
23-06-2023,A58348240-42d95fcf-a611-4f97-ba88-20e651645b96,A7703011,2023-06-11T06:25:17.068Z,assigned,Taylor Hilll,36,Office Chair,50,22
16-06-2023,A58348240-c206b101-f8b3-4bbe-a1f4-c674dc3124c8,A7703011,2023-06-11T06:25:17.068Z,assigned,Taylor Hilll,42,Paper Clips,30,15
14-07-2023,A58348240-e8b47bbe-990b-48a6-a7c6-d15732f85e06,A7703011,2023-06-11T06:25:17.068Z,assigned,Taylor Hilll,18,Printer,80,43
11-07-2023,A98080328-bb6408d1-d9c3-43b7-b5c4-986239d8c426,A86993846,2023-05-16T18:45:51.126Z,assigned,Lorraine Bahringer,28,Office Desk,40,40
22-06-2023,A98080328-fb778d8b-9a3b-4cf2-8e6b-0b33746886f7,A86993846,2023-05-16T18:45:51.126Z,assigned,Lorraine Bahringer,51,"30"" Monitor",90,21
30-06-2023,A98080328-15357af5-0273-465c-81d2-65777835407e,A86993846,2023-05-16T18:45:51.126Z,assigned,Lorraine Bahringer,45,Multifunction Printer,110,29
03-06-2023,A98080328-2876d968-98e4-4e20-92a9-4f9d45c3f7d4,A86993846,2023-05-16T18:45:51.126Z,assigned,Lorraine Bahringer,6,A4 Paper,20,2
22-07-2023,A40101469-15357af5-0273-465c-81d2-65777835407e,A86993846,2023-05-16T20:18:45.664Z,assigned,Gail Weber,50,Multifunction Printer,110,51
30-06-2023,A40101469-fd748d48-699d-4032-848a-e5a710e638df,A86993846,2023-05-16T20:18:45.664Z,assigned,Gail Weber,44,Paper Shredder,100,29
24-06-2023,A4620333-2876d968-98e4-4e20-92a9-4f9d45c3f7d4,A86993846,2023-06-10T02:52:16.780Z,assigned,John Dooley,33,A4 Paper,20,23
07-06-2023,A4620333-fc220883-6a6e-4eec-b8a9-d5ea58d43c53,A86993846,2023-06-10T02:52:16.780Z,assigned,John Dooley,26,Stapler,60,6
19-06-2023,A4620333-bb6408d1-d9c3-43b7-b5c4-986239d8c426,A86993846,2023-06-10T02:52:16.780Z,assigned,John Dooley,39,Office Desk,40,18
27-06-2023,A4620333-fb778d8b-9a3b-4cf2-8e6b-0b33746886f7,A86993846,2023-06-10T02:52:16.780Z,assigned,John Dooley,25,"30"" Monitor",90,26
29-06-2023,A4620333-c206b101-f8b3-4bbe-a1f4-c674dc3124c8,A86993846,2023-06-10T02:52:16.780Z,assigned,John Dooley,56,Paper Clips,30,28
23-06-2023,A52354851-6d3cbc43-887b-4d37-86a7-cc4246dcbdbe,A86993846,2023-05-28T20:22:05.510Z,assigned,John Dooley,35,File Folders,70,22
13-07-2023,A52354851-fb778d8b-9a3b-4cf2-8e6b-0b33746886f7,A86993846,2023-05-28T20:22:05.510Z,assigned,John Dooley,36,"30"" Monitor",90,42
22-07-2023,A49527344-c206b101-f8b3-4bbe-a1f4-c674dc3124c8,A98191622,2023-06-04T13:08:35.589Z,assigned,Taylor Hilll,49,Paper Clips,30,51
06-07-2023,A49527344-2876d968-98e4-4e20-92a9-4f9d45c3f7d4,A98191622,2023-06-04T13:08:35.589Z,assigned,Taylor Hilll,21,A4 Paper,20,35
06-07-2023,A49527344-42d95fcf-a611-4f97-ba88-20e651645b96,A98191622,2023-06-04T13:08:35.589Z,assigned,Taylor Hilll,42,Office Chair,50,35
15-07-2023,A22060294-bb6408d1-d9c3-43b7-b5c4-986239d8c426,A98191622,2023-05-01T09:21:21.129Z,assigned,Latoya Gulgowski,26,Office Desk,40,44
08-06-2023,A22060294-fc220883-6a6e-4eec-b8a9-d5ea58d43c53,A98191622,2023-05-01T09:21:21.129Z,assigned,Latoya Gulgowski,23,Stapler,60,7
20-06-2023,A2748578-6d3cbc43-887b-4d37-86a7-cc4246dcbdbe,A59877673,2023-05-25T22:06:43.485Z,closed,Alfredo Bins,21,File Folders,70,19
18-06-2023,A2748578-bb6408d1-d9c3-43b7-b5c4-986239d8c426,A59877673,2023-05-25T22:06:43.485Z,closed,Alfredo Bins,38,Office Desk,40,17
27-06-2023,A2748578-e8b47bbe-990b-48a6-a7c6-d15732f85e06,A59877673,2023-05-25T22:06:43.485Z,closed,Alfredo Bins,33,Printer,80,26
26-07-2023,A2748578-2876d968-98e4-4e20-92a9-4f9d45c3f7d4,A59877673,2023-05-25T22:06:43.485Z,closed,Alfredo Bins,60,A4 Paper,20,55
28-07-2023,A2748578-fb778d8b-9a3b-4cf2-8e6b-0b33746886f7,A59877673,2023-05-25T22:06:43.485Z,closed,Alfredo Bins,51,"30"" Monitor",90,57
22-07-2023,A23446522-c206b101-f8b3-4bbe-a1f4-c674dc3124c8,A59877673,2023-05-22T14:45:38.932Z,closed,Gail Weber,41,Paper Clips,30,51
29-07-2023,A23446522-fc220883-6a6e-4eec-b8a9-d5ea58d43c53,A59877673,2023-05-22T14:45:38.932Z,closed,Gail Weber,24,Stapler,60,58
28-07-2023,A23446522-42d95fcf-a611-4f97-ba88-20e651645b96,A59877673,2023-05-22T14:45:38.932Z,closed,Gail Weber,39,Office Chair,50,57
30-07-2023,A23446522-6d3cbc43-887b-4d37-86a7-cc4246dcbdbe,A59877673,2023-05-22T14:45:38.932Z,closed,Gail Weber,10,File Folders,70,59
14-06-2023,A57821861-bb6408d1-d9c3-43b7-b5c4-986239d8c426,A59877673,2023-06-24T15:36:09.161Z,open,,46,Office Desk,40,13
21-07-2023,A57821861-2876d968-98e4-4e20-92a9-4f9d45c3f7d4,A59877673,2023-06-24T15:36:09.161Z,open,,17,A4 Paper,20,50
07-07-2023,A57821861-fb778d8b-9a3b-4cf2-8e6b-0b33746886f7,A59877673,2023-06-24T15:36:09.161Z,open,,7,"30"" Monitor",90,36
17-07-2023,A57821861-fc220883-6a6e-4eec-b8a9-d5ea58d43c53,A59877673,2023-06-24T15:36:09.161Z,open,,36,Stapler,60,46
09-06-2023,A58398803-e8b47bbe-990b-48a6-a7c6-d15732f85e06,A59877673,2023-06-03T08:43:07.325Z,closed,Taylor Hilll,48,Printer,80,8
23-07-2023,A89580245-c206b101-f8b3-4bbe-a1f4-c674dc3124c8,A59877673,2023-05-21T07:53:17.196Z,assigned,Kristen Mohr,18,Paper Clips,30,52
02-06-2023,A89580245-2876d968-98e4-4e20-92a9-4f9d45c3f7d4,A59877673,2023-05-21T07:53:17.196Z,assigned,Kristen Mohr,59,A4 Paper,20,1
17-06-2023,A89580245-42d95fcf-a611-4f97-ba88-20e651645b96,A59877673,2023-05-21T07:53:17.196Z,assigned,Kristen Mohr,49,Office Chair,50,16
20-06-2023,A89580245-fb778d8b-9a3b-4cf2-8e6b-0b33746886f7,A59877673,2023-05-21T07:53:17.196Z,assigned,Kristen Mohr,11,"30"" Monitor",90,19
23-06-2023,A89580245-fc220883-6a6e-4eec-b8a9-d5ea58d43c53,A59877673,2023-05-21T07:53:17.196Z,assigned,Kristen Mohr,14,Stapler,60,22
02-06-2023,A50253284-42d95fcf-a611-4f97-ba88-20e651645b96,A59877673,2023-06-25T07:24:31.298Z,closed,Lela Kemmer,53,Office Chair,50,1
28-07-2023,A50253284-bb6408d1-d9c3-43b7-b5c4-986239d8c426,A59877673,2023-06-25T07:24:31.298Z,closed,Lela Kemmer,48,Office Desk,40,57
15-07-2023,A4527026-fc220883-6a6e-4eec-b8a9-d5ea58d43c53,A59877673,2023-06-02T00:44:59.472Z,assigned,Kristen Mohr,18,Stapler,60,44
04-06-2023,A4527026-c206b101-f8b3-4bbe-a1f4-c674dc3124c8,A59877673,2023-06-02T00:44:59.472Z,assigned,Kristen Mohr,44,Paper Clips,30,3
12-07-2023,A96520067-bb6408d1-d9c3-43b7-b5c4-986239d8c426,A59877673,2023-05-17T02:05:00.711Z,open,,43,Office Desk,40,41
17-06-2023,A96520067-2876d968-98e4-4e20-92a9-4f9d45c3f7d4,A59877673,2023-05-17T02:05:00.711Z,open,,21,A4 Paper,20,16
11-07-2023,A96520067-15357af5-0273-465c-81d2-65777835407e,A59877673,2023-05-17T02:05:00.711Z,open,,33,Multifunction Printer,110,40
12-07-2023,A96520067-6d3cbc43-887b-4d37-86a7-cc4246dcbdbe,A59877673,2023-05-17T02:05:00.711Z,open,,32,File Folders,70,41
25-07-2023,A49707491-e8b47bbe-990b-48a6-a7c6-d15732f85e06,A56421451,2023-05-21T21:58:10.964Z,closed,Kristen Mohr,26,Printer,80,54
28-06-2023,A49707491-15357af5-0273-465c-81d2-65777835407e,A56421451,2023-05-21T21:58:10.964Z,closed,Kristen Mohr,51,Multifunction Printer,110,27
14-07-2023,A49707491-bb6408d1-d9c3-43b7-b5c4-986239d8c426,A56421451,2023-05-21T21:58:10.964Z,closed,Kristen Mohr,44,Office Desk,40,43
07-06-2023,A49707491-fd748d48-699d-4032-848a-e5a710e638df,A56421451,2023-05-21T21:58:10.964Z,closed,Kristen Mohr,11,Paper Shredder,100,6
21-07-2023,A49707491-fc220883-6a6e-4eec-b8a9-d5ea58d43c53,A56421451,2023-05-21T21:58:10.964Z,closed,Kristen Mohr,23,Stapler,60,50
21-07-2023,A55715793-fb778d8b-9a3b-4cf2-8e6b-0b33746886f7,A56421451,2023-06-08T19:31:38.822Z,assigned,Laverne Koss,47,"30"" Monitor",90,50
28-07-2023,A55715793-e8b47bbe-990b-48a6-a7c6-d15732f85e06,A56421451,2023-06-08T19:31:38.822Z,assigned,Laverne Koss,16,Printer,80,57
